Grade,Unit,Chapter,ChapterName,Spanish Chapter Name,ChapterDescription,ChapterDescriptionStident,ChapterDescriptionStidentSpanish
8,1,1,Earthâ€™s Place in Orbit,Posición de la Tierra en la Órbita,"Students engage in an icebreaker game, Carbon Runner, which simulates energy-related decision-making, setting the tone for a sustainable future. A distant view of Earth, through a NASA camera, stimulates discussion. Students develop strategies for Earth's protection and take a pre-assessment to check on prior knowledge. They create visual representations of the Earth-Sun-moon relationship, then explore non-contact forces and gravity's role in galaxies and the solar system. Further studies include asteroids and the likelihood of asteroid collisions.","This unit will help us explore Earth's history and place in our vast universe to understand our planet's importance and its need for preservation. Our journey starts with a captivating NASA image of our planet. We'll learn about Earth's relationships with the Sun and moon, explore non-contact forces, and uncover the role of gravity in moving celestial objects. We'll also discuss the intriguing topic of asteroids and their potential risks to Earth, all of which will aid in our unit challenge of planning for a sustainable future.","Esta unidad nos ayudará a explorar la historia de la Tierra y su lugar en nuestro vasto universo para comprender la importancia de nuestro planeta y su necesidad de preservación. Nuestro viaje comienza con una cautivadora imagen de la NASA de nuestro planeta. Aprenderemos sobre las relaciones de la Tierra con el Sol y la Luna, exploraremos fuerzas no contactantes y descubriremos el papel de la gravedad en el movimiento de objetos celestes. También discutiremos el intrigante tema de los asteroides y sus posibles riesgos para la Tierra, todo lo cual nos ayudará en nuestro desafío de unidad de planificar un futuro sostenible."
8,1,2,Reading Earthâ€™s History,Leyendo la Historia de la Tierra,"Evidence of ancient impacts is found in Earth's rock layers, and students use a model of the layers to simulate tectonic plate movement. They develop storyboards to illustrate a region's geologic record, and apply their new knowledge by participating in virtual geological field work. Students look for evidence of space rock in rock layers and look at fossils in the area to discover major disruptions to life. Finally, they draw conclusions about the incidence of asteroid collisions with Earth throughout history.","In this chapter, we dive into Earth's past by studying geology. We'll learn how ancient impacts have shaped our planet by investigating Earth's rock layers and tectonic plate interactions, which can lead to mountains, oceans, earthquakes, and volcanic eruptions. We'll virtually visit real-world sites, discover space rock evidence, and investigate major disruptions that affected ancient life. By linking asteroid impacts to Earth's evolution, we'll understand more about our planet's fascinating history.","En este capítulo, nos sumergimos en el pasado de la Tierra estudiando la geología. Aprenderemos cómo los impactos antiguos han dado forma a nuestro planeta investigando las capas de roca de la Tierra y las interacciones de las placas tectónicas, que pueden dar lugar a montañas, océanos, terremotos y erupciones volcánicas. Visitaremos sitios del mundo real virtualmente, descubriremos pruebas de rocas espaciales e investigaremos las principales interrupciones que afectaron la vida antigua. Al vincular los impactos de asteroides con la evolución de la Tierra, entenderemos más sobre la fascinante historia de nuestro planeta."
8,1,3,Laws of Motion and Collisions,Leyes del Movimiento y Colisiones,"As an introduction to the analysis of asteroid collisions, students perform experiments based on Newton&rsquo;s Laws of Motion. Students conduct an experiment and create a model showing how Newton's Third Law of Motion can be used to prevent an asteroid collision with Earth. Unit Concept Checkpoint #1 is completed in this chapter.","This chapter takes us into the world of Sir Isaac Newton and his Laws of Motion. Through experiments, we'll explore concepts like inertia and acceleration, and see how Newton's Third Law of Motion might prevent an asteroid collision with Earth. Our exploration of motion will boost our problem-solving skills and build our understanding of how to protect our planet from potential space threats.","Este capítulo nos lleva al mundo de Sir Isaac Newton y sus Leyes del Movimiento. A través de experimentos, exploraremos conceptos como la inercia y la aceleración, y veremos cómo la Tercera Ley del Movimiento de Newton puede evitar una colisión de asteroides con la Tierra. Nuestra exploración del movimiento mejorará nuestras habilidades para resolver problemas y construirá nuestra comprensión de cómo proteger nuestro planeta de posibles amenazas espaciales."
8,1,4,Scientific Programming,Programación Científica,Students are introduced to scratch programming software and practice with some examples to develop programming skills. They move on to applying their knowledge of collisions and Newton&rsquo;s Laws of Motion while developing basic animations or simulations.,"Here we shift gears a bit and venture into the realm of programming. We'll use our recent understanding of Newton&rsquo;s Laws of Motion and apply them to animations or simulations of colliding objects in space. We&rsquo;ll learn how to develop and code these objects, considering all components of the system and their interactions. This task will reinforce our knowledge about collisions and motion, which will support our unit challenge of planning for a sustainable future.","Aquí cambiamos un poco de rumbo y nos adentramos en el mundo de la programación. Utilizaremos nuestra comprensión reciente de las Leyes del Movimiento de Newton y las aplicaremos a animaciones o simulaciones de objetos colisionando en el espacio. Aprenderemos a desarrollar y codificar estos objetos, considerando todos los componentes del sistema y sus interacciones. Esta tarea reforzará nuestro conocimiento sobre colisiones y movimiento, lo que apoyará nuestro desafío de unidad de planificar un futuro sostenible."
8,1,5,Earth Through the Ages,La Tierra a través de las Edades,"Students read an article which helps them consider a new epoch. They then construct arguments about this classification. Unit Concept Checkpoint #2 follows. The unit&rsquo;s culminating experience is introduced: an animation about protecting the Earth. After gathering information, groups plan and create animations using Scratch, with descriptions for their viewers. To conclude, students present their animations and explanations. Finally, students take an assessment and learn about an inspiring geologist. ","This chapter opens up with a thought-provoking topic: the idea of a new epoch, a period marking significant changes in Earth's ecosystems and geology. We'll weigh the evidence for and against this concept, forming our own well-supported arguments. We'll then focus on our work addressing the unit challenge by creating compelling animations about Earth protection, explaining its history and possible future. By showcasing our work, we'll inspire others to see the value in actions that can protect our planet. ","Este capítulo comienza con un tema provocador: la idea de una nueva época, un período que marca cambios significativos en los ecosistemas y la geología de la Tierra. Evaluaremos las pruebas a favor y en contra de este concepto, formando nuestros propios argumentos bien fundamentados. Luego, nos enfocaremos en nuestro trabajo abordando el desafío de unidad creando animaciones convincentes sobre la protección de la Tierra, explicando su historia y posible futuro. Al mostrar nuestro trabajo, inspiraremos a otros a ver el valor en acciones que pueden proteger nuestro planeta."
8,2,1,Fossils Tell a Story,Los Fósiles Cuentan una Historia,"Students take a pre-assessment and receive the unit challenge: To appreciate the history and diversity of life on Earth. They address the human causes of the next mass extinction. A video introduces the fossil record, geologic time, and mass extinction. Students create a personal timeline, and are introduced to the art of writing visual stories to communicate scientific concepts. Students make molds and cast body fossils to model the formation of fossils within rock layers. Scientific study protocols are used for analyzing fossils, and determining the place of a fossil in the fossil record.","The challenge in this unit is to uncover clues from the evolution of life on Earth to prevent the next mass extinction. This hands-on, minds-on adventure combines science, history, and creativity. We&rsquo;ll start by exploring the fossil record, geologic time, and mass extinctions, and then we&rsquo;ll create our own personal timelines, tracing the important events in our lives, much like we can do for human history. We&rsquo;ll then get busy making molds and casting body fossils, simulating how fossils form within rock layers. Following scientific study protocols, we'll analyze these fossils and determine their place in the grand fossil record. So, let&rsquo;s get ready to explore the wonders of Earth like never before.","El desafío de esta unidad es descubrir pistas de la evolución de la vida en la Tierra para evitar la próxima extinción masiva. Esta aventura práctica y mental combina ciencia, historia y creatividad. Comenzaremos explorando el registro fósil, el tiempo geológico y las extinciones masivas, y luego crearemos nuestras propias líneas de tiempo personales, rastreando los eventos importantes en nuestras vidas, de la misma manera que podemos hacerlo para la historia humana. Luego, nos ocuparemos de hacer moldes y fundir fósiles corporales, simulando cómo se forman los fósiles dentro de las capas de roca. Siguiendo los protocolos de estudio científico, analizaremos estos fósiles y determinaremos su lugar en el gran registro fósil. Así que, prepárate para explorar las maravillas de la Tierra como nunca antes."
8,2,2,Patterns in Evolution,Patrones en la Evolución,"Students explore the evolution of simple to complex life over time, using the fossil record. A special skills lesson gives practice in accurately citing sources. A multi-day project involves researching and creating newspaper articles announcing new evolutionary traits. Students review their peers' reports, deepening their own understanding. Unit Concept Checkpoint #1 is found in this chapter, and the chapter concludes with a search for patterns in the existence and diversity of life on Earth. ","In this chapter, we&rsquo;ll examine evolution by unlocking the secrets of how life has transformed from simple creatures to complex organisms, all through the amazing fossil record. We'll develop some special skills along the way as we learn the art of accurately citing our sources, like real scientists. We'll even become reporters for a few days as we research and create newspaper articles that announce newly discovered evolutionary traits in different species. The wrap-up to the chapter explores patterns in the incredible diversity of life on Earth and what this means for the future.","En este capítulo, examinaremos la evolución desbloqueando los secretos de cómo la vida se ha transformado de criaturas simples a organismos complejos, todo a través del increíble registro fósil. Desarrollaremos algunas habilidades especiales en el camino mientras aprendemos el arte de citar con precisión nuestras fuentes, como hacen los verdaderos científicos. Incluso nos convertiremos en reporteros por unos días mientras investigamos y creamos artículos de periódico que anuncian rasgos evolutivos recién descubiertos en diferentes especies. El cierre del capítulo explora los patrones en la increíble diversidad de la vida en la Tierra y lo que esto significa para el futuro."
8,2,3,Evolutionary Relationships,Relaciones Evolutivas,"Students note anatomical similarities and differences between modern and fossil organisms to infer evolutionary relationships. A game that represents the genetic &ldquo;master plan"" introduces comparative embryonic development. A set of directions is followed to create creatures, showing the hierarchy of genetic coding as embryos form. Students write narratives about the evolutionary histories and future survival of their new creatures. They connect embryonic development to the physical traits that may enable their organisms to survive a natural disaster.","As budding scientists in this chapter, we&rsquo;ll embark on a quest to uncover the secrets hidden within the anatomy of modern and fossil organisms. By observing their similarities and differences, we can unravel the intricate web of evolution. We&rsquo;ll play a game of Telephone and you may be surprised and amused at the results. Through comparing embryonic development, we'll witness how organisms share common traits during their early stages of life. In a follow-up experiment, we&rsquo;ll follow a set of directions to create unique creatures. Once more, storytelling will be our focus as we let our imaginations run wild, writing narratives about the evolutionary histories and future survival of our newly formed creatures. We&rsquo;ll then connect the dots between embryonic development and the physical traits that could help our organisms survive a natural disaster.","Como científicos en ciernes en este capítulo, nos embarcaremos en una búsqueda para descubrir los secretos ocultos dentro de la anatomía de los organismos modernos y fósiles. Al observar sus similitudes y diferencias, podemos desentrañar la intrincada red de la evolución. Jugaremos un juego de Teléfono y es posible que te sorprendas y diviertas con los resultados. A través de la comparación del desarrollo embrionario, presenciaremos cómo los organismos comparten rasgos comunes durante sus primeras etapas de vida. En un experimento de seguimiento, seguiremos un conjunto de instrucciones para crear criaturas únicas. Una vez más, la narración será nuestro enfoque mientras dejamos volar nuestra imaginación, escribiendo narrativas sobre las historias evolutivas y la supervivencia futura de nuestras criaturas recién formadas. Luego conectaremos los puntos entre el desarrollo embrionario y los rasgos físicos que podrían ayudar a nuestros organismos a sobrevivir a un desastre natural."
8,2,4,Mass Extinctions,Extinciones Masivas,"Kinesthetic activities introduce mass extinctions. Students research the history, causes, and effects of the five past mass extinctions and look for clues about how to survive. Groups report and reflect on their mass extinction research, using visual representations to share their information. The diversity of life strategies, fitness, and luck leading to survival or extinction are evaluated in a dice game. Students identify the top causes of the impending sixth extinction, and consider their own role in finding solutions to environmental issues. Students complete Unit Concept Checkpoint #2.","In this chapter, we focus on mass extinctions. We&rsquo;ll explore the history, causes, and effects of the five past mass extinctions, and we'll search for clues on how to survive. Teamwork will be important as we research these catastrophic events and share our findings using visual representations. A dice game will put our knowledge to the test. We'll then evaluate the diversity of life strategies, fitness, and even luck, all factors that determine survival or extinction. It's a game of chance that will keep us on our toes as we navigate the challenges faced by different species. As we become more aware of the impending sixth extinction, it's time to reflect on our own role in finding solutions to environmental issues. Together, we'll identify the top causes of this threat and understand how human actions can contribute to or prevent further harm. We have the power to make a difference, and it's up to us to take action and protect the diversity of life on Earth.","En este capítulo, nos enfocamos en las extinciones masivas. Exploraremos la historia, las causas y los efectos de las cinco extinciones masivas pasadas, y buscaremos pistas sobre cómo sobrevivir. El trabajo en equipo será importante mientras investigamos estos eventos catastróficos y compartimos nuestros hallazgos utilizando representaciones visuales. Un juego de dados pondrá a prueba nuestro conocimiento. Luego evaluaremos la diversidad de estrategias de vida, aptitud e incluso suerte, todos factores que determinan la supervivencia o extinción. Es un juego de azar que nos mantendrá alerta mientras navegamos por los desafíos enfrentados por diferentes especies. A medida que nos damos cuenta de la sexta extinción inminente, es hora de reflexionar sobre nuestro propio papel en la búsqueda de soluciones a los problemas ambientales. Juntos, identificaremos las principales causas de esta amenaza y entenderemos cómo las acciones humanas pueden contribuir a prevenir daños adicionales. Tenemos el poder de hacer la diferencia, y depende de nosotros tomar medidas y proteger la diversidad de la vida en la Tierra."
8,2,5,Stories About the Sixth Extinction,Historias sobre la Sexta Extinción,"The unit challenge begins with brainstorming and storyboarding. A rubric is provided for the students to follow. Final copies of their visual stories are handed in, after which students review and reflect on the culminating experience. A group discussion is held to consider what motivates people to take action on environmental issues. From this, students identify creative environmental solutions that they can implement. A post-assessment and a reflection conclude the unit.","We&rsquo;ve now reached the end of the unit, and it&rsquo;s time to use the tools and knowledge we've gained to face our final challenge - to help prevent the next mass extinction. In teams, we're going to create visual stories about how one particular species may or may not adapt to new changes in the environment. For your story to be effective, you&rsquo;ll need to combine good storytelling and good science, but you&rsquo;ll have plenty of help from other students and from a rubric to guide you. At the end of the unit, we&rsquo;ll get to see other students' stories and reflect on how we all have the ability to create change.","Ahora hemos llegado al final de la unidad, y es hora de usar las herramientas y el conocimiento que hemos adquirido para enfrentar nuestro desafío final: ayudar a evitar la próxima extinción masiva. En equipos, crearemos historias visuales sobre cómo una especie particular puede o no adaptarse a nuevos cambios en el medio ambiente. Para que tu historia sea efectiva, deberás combinar buena narración y buena ciencia, pero tendrás mucha ayuda de otros estudiantes y de una rúbrica que te guiará. Al final de la unidad, veremos las historias de otros estudiantes y reflexionaremos sobre cómo todos tenemos la capacidad de crear cambios."
8,3,1,Satellites and Human Consumption,Satélites y el Consumo Humano,"Students take a pre-assessment and are introduced to the unit challenge: To learn more about creating a sustainable planet. They view satellite images to evaluate human impacts on Earth&rsquo;s systems, and view a graph indicating how different countries consume different amounts of resources. Students collect data on how much they personally consume and then take an ecological footprint quiz, comparing their own results with those of other countries. After viewing a video, students construct a claim about how consumption impacts Earth's systems.","In this unit, we're taking on a big challenge &ndash; reducing humanity's ecological footprint on Earth. We'll start by looking at satellite images to evaluate the impacts we're having on Earth's systems. We'll study a graph showing consumption patterns in different countries, and you'll collect data on your personal consumption. After an ecological footprint quiz, you'll compare your results to those of other countries. By viewing a video, you'll gain insights on how our consumption impacts Earth's systems.","En esta unidad, nos enfrentamos a un gran desafío: reducir la huella ecológica de la humanidad en la Tierra. Comenzaremos por examinar imágenes satelitales para evaluar los impactos que estamos teniendo en los sistemas de la Tierra. Estudiaremos un gráfico que muestra los patrones de consumo en diferentes países y recopilarás datos sobre tu consumo personal. Después de realizar un cuestionario sobre la huella ecológica, compararás tus resultados con los de otros países. Al ver un video, obtendrás información sobre cómo nuestro consumo afecta los sistemas de la Tierra.
"
8,3,2,Wave Properties,Propiedades de las Ondas,"This chapter turns to the study of satellites and their use of waves to provide images that give insights about Earth. Students also explore other areas where waves are used. They conducts experiments using a variety of materials to show what waves are and lead to a definition for waves. A surfing simulation helps students understand wave characteristics, showing the relationships between amplitude, frequency, wavelength, and wave energy. Afterwards, students take a quiz to assesses their understanding of waves, and then apply this knowledge to sound and light.","In this chapter, we're going to take a closer look at satellites and how they use waves to give us insights about Earth. Through experiments with different materials, you'll discover what waves are and define their key characteristics. By participating in a surfing simulation, you'll better understand the relationships between amplitude, frequency, wavelength, and wave energy. After a quiz to check your understanding of waves, we'll see how this knowledge applies to sound and light.","En este capítulo, examinaremos más de cerca los satélites y cómo utilizan las ondas para darnos información sobre la Tierra. A través de experimentos con diferentes materiales, descubrirás qué son las ondas y definirás sus características principales. Al participar en una simulación de surf, comprenderás mejor las relaciones entre la amplitud, la frecuencia, la longitud de onda y la energía de las ondas. Después de hacer un cuestionario para comprobar tu comprensión de las ondas, veremos cómo este conocimiento se aplica al sonido y la luz."
8,3,3,Wave Behavior and Satellites,Comportamiento de las Ondas y Satélites,"Students investigate wave absorption, transmission, and reflection through hands-on stations before coming up with class definitions. They then use a variety of materials to develop models of absorption, transmission, and reflection. A quiz assesses their understanding of wave behavior. Afterwards, students are introduced to the abilities of human-designed satellites. A case study of a scientist converting satellite data into sound leads into student experimentation with their own sound-to-data projects.","In this chapter, we&rsquo;ll prepare to dig deeper into wave absorption, transmission, and reflection. You'll explore these concepts through hands-on activities and create class definitions for each. Next, using a variety of materials, you'll face the challenge of developing models of absorption, transmission, and reflection. We'll check your understanding of wave behavior before introducing you to the amazing abilities of human-designed satellites. Inspired by a case study of a scientist converting satellite data into sound, you'll get a chance to experiment with your own sound-to-data project and reflect on how satellites help us see the unseen.","En este capítulo, nos prepararemos para profundizar en la absorción, transmisión y reflexión de ondas. Explorarás estos conceptos a través de actividades prácticas y crearás definiciones para cada uno en clase. Luego, utilizando una variedad de materiales, te enfrentarás al desafío de desarrollar modelos de absorción, transmisión y reflexión. Comprobaremos tu comprensión del comportamiento de las ondas antes de presentarte las increíbles habilidades de los satélites diseñados por humanos. Inspirado por un estudio de caso de un científico que convierte datos satelitales en sonido, tendrás la oportunidad de experimentar con tu propio proyecto de sonido a datos y reflexionar sobre cómo los satélites nos ayudan a ver lo invisible."
8,3,4,Analog and Digital Technology,Tecnología Analógica y Digital,"In this three-part lesson series, students investigate analog and digital signals to compare the features of both. Students participate in a lab, working through a series of stations. They watch a video, after which they create and compare graphs of analog diagrams and their encoded digital forms. The information gained from this chapter is used to support claims about which type of signal is more reliable for encoding and transmitting information. ","In this chapter, we&rsquo;ll go deeper into how satellites work by exploring the use of analog and digital signals. In this three-part series, we'll explore both types of signals and compare their features. You'll participate in a lab, create graphs of analog and digital signals, and use this knowledge to argue which type of signal is more reliable for encoding and transmitting information, like from a satellite. As we think about the unit challenge, we&rsquo;ll realize how valuable satellite information can be for monitoring our planet and thinking about solutions to environmental challenges.","En este capítulo, profundizaremos en cómo funcionan los satélites explorando el uso de señales analógicas y digitales. En esta serie de tres partes, exploraremos ambos tipos de señales y compararemos sus características. Participarás en un laboratorio, crearás gráficos de señales analógicas y digitales, y utilizarás este conocimiento para argumentar qué tipo de señal es más confiable para codificar y transmitir información, como la de un satélite. Al pensar en el desafío de la unidad, nos daremos cuenta de lo valiosa que puede ser la información satelital para monitorear nuestro planeta y pensar en soluciones a los desafíos ambientales."
8,3,5,Modeling How Satellites Work,Modelando cómo Funcionan los Satélites,"Satellites are highlighted as students develop animations about the use of waves. Students design storyboards for stories or games, create sprites, and then develop animations using Scratch. Finally, students will share their animations, and receive feedback from their peers. The chapter concludes with a class debrief covering satellites and the process of animation. This chapter includes Unit Concept Checkpoint #1.","Prepare to get creative in this chapter! We'll focus on satellites and use them as inspiration for designing animations. You'll plan a story or game, design sprites, and develop animations using Scratch. After sharing your creations, you'll give and receive feedback from your classmates. We'll wrap up the chapter with a discussion on satellites and how animation can be a valuable tool to explain to others how satellites work.","¡Prepárate para ser creativo en este capítulo! Nos centraremos en los satélites y los usaremos como inspiración para diseñar animaciones. Planificarás una historia o juego, diseñarás sprites y desarrollarás animaciones usando Scratch. Después de compartir tus creaciones, darás y recibirás comentarios de tus compañeros de clase. Concluiremos el capítulo con una discusión sobre los satélites y cómo la animación puede ser una herramienta valiosa para explicar a otros cómo funcionan los satélites."
8,3,6,Reducing Our Ecological Footprint,Reduciendo Nuestra Huella Ecológica,"For the unit&rsquo;s culminating experience, students create motivational infographics for reducing ecological footprints. A rubric guides the process. The concept of social math is introduced as students analyze infographics and select their areas of focus. Upon completing their work, students share their final infographics and receive peer feedback. Afterwards, students trace the evolution of acoustics and sound recording, then think of how to reduce their own ecological &ldquo;sound&rdquo; footprint. Finally, a post-assessment and gallery walk provide opportunites for students to demonstrate what they have learned from the unit.","In this final chapter, you'll apply everything you've learned to create infographics that inspire people to reduce their ecological footprint. Infographics typically rely on data, and you&rsquo;ll be encouraged to leverage satellite data to make compelling claims based on real-world data. You'll analyze existing infographics and use the concept of social math to select your areas of focus. The final infographics will be shared for feedback, and after time to make revisions, you&rsquo;ll have a gallery walk where you'll showcase your learning from the unit and see the work of other students. This is an opportunity to see the diversity of approaches possible for sharing an important message based on scientific data.","En este capítulo final, aplicarás todo lo que has aprendido para crear infografías que inspiren a la gente a reducir su huella ecológica. Las infografías suelen depender de datos, y serás animado a aprovechar los datos satelitales para hacer afirmaciones convincentes basadas en datos del mundo real. Analizarás infografías existentes y utilizarás el concepto de matemáticas sociales para seleccionar tus áreas de enfoque. Las infografías finales se compartirán para recibir comentarios, y después de un tiempo para hacer revisiones, tendrás un recorrido por la galería donde mostrarás tu aprendizaje de la unidad y verás el trabajo de otros estudiantes. Esta es una oportunidad para ver la diversidad de enfoques posibles para compartir un mensaje importante basado en datos científicos."
8,4,1,Understanding Variation,Entendiendo la Variación,"Students take a pre-assessment and learn of the Irish Potato Famine, focusing on the importance of genetic diversity. They are given the unit challenge: to suggest ways in which humans can preserve variability and diversity among organisms. Students analyze a class graph showing their own genetic diversity, and come up with scientific questions about variation. After studying the anatomy of a seed, students study variability in lima beans, graphing their results. Explanations are made about the survival of lima beans under different conditions. Students begin thinking about how organisms get their traits.","Our journey begins with the story of the Irish Potato Famine, a tragic event that illustrates the importance of genetic diversity. This chapter will help us better understand our unit challenge, which is to promote genetic diversity in organisms. We'll first explore genetic diversity within our own class before diving into the world of seeds. Through experiments with lima beans, we'll grasp how various conditions affect growth and survival, highlighting the significance of adaptation. The knowledge gained in this chapter and the ones that follow will assist us in creating a documentary to emphasize the need for increased genetic diversity.","Nuestro viaje comienza con la historia de la Gran Hambruna Irlandesa, un evento trágico que ilustra la importancia de la diversidad genética. Este capítulo nos ayudará a comprender mejor nuestro desafío de unidad, que es promover la diversidad genética en los organismos. Primero exploraremos la diversidad genética dentro de nuestra propia clase antes de sumergirnos en el mundo de las semillas. A través de experimentos con frijoles lima, comprenderemos cómo diversas condiciones afectan el crecimiento y la supervivencia, destacando la importancia de la adaptación. El conocimiento adquirido en este capítulo y los siguientes nos ayudará a crear un documental para enfatizar la necesidad de aumentar la diversidad genética."
8,4,2,Inheriting Traits,Herencia de Rasgos,A presentation shows more about variation and how genes are passed from parent to offspring. Students model the inheritance of five traits by flipping coins to determine the features of the Critter Babies they create. Students analyze similarities and differences in the Critter Nursery and understand that genetic variation is increased through sexual reproduction.,"In this chapter, we'll delve deeper into genetic variation and inheritance, employing tools like Punnett squares to visualize how traits are passed down. For a hands-on experience, we'll create our own Critter Babies, using a coin flip to determine their traits. This will allow us to appreciate the broad variation resulting from sexual reproduction and the role of beneficial traits in survival.","En este capítulo, profundizaremos en la variación y herencia genética, empleando herramientas como los cuadrados de Punnett para visualizar cómo se transmiten los rasgos. Para tener una experiencia práctica, crearemos nuestros propios Cachorros de Criaturas, usando una moneda para determinar sus características. Esto nos permitirá apreciar la amplia variación resultante de la reproducción sexual y el papel de los rasgos beneficiosos en la supervivencia."
8,4,3,Natural Selection,Selección Natural,"Students looks at natural selection in a population of rock pocket mice and consider the meaning of the word 'fitness'. They research artificial selection and create a graphic organizer to compare natural and artificial selection. Students then build models to explore genetic engineering. They determine the benefits and risks of GMOs and present decisions to a hypothetical marketing company. Finally, students explore the interconnections of scientific knowledge, engineering, and technology, and complete Unit Concept Checkpoint #1.","In this chapter, we're off to explore the intriguing concept of natural selection, using rock pocket mice as a case study. We'll contrast this with artificial selection and delve into the realm of genetic engineering, assessing the potential benefits and risks of genetically modified organisms (GMOs). Applying our knowledge, we'll step into the shoes of a marketing company team member, making informed decisions about GMOs.","En este capítulo, nos adentraremos en el intrigante concepto de la selección natural, usando a los ratones de bolsillo de roca como caso de estudio. Contrastaremos esto con la selección artificial y exploraremos el mundo de la ingeniería genética, evaluando los posibles beneficios y riesgos de los organismos modificados genéticamente (OMG). Aplicando nuestro conocimiento, nos pondremos en los zapatos de un miembro del equipo de una empresa de marketing, tomando decisiones informadas sobre los OMG."
8,4,4,Genetic Mutations,Mutaciones Genéticas,"After an introduction to genetic mutations, students revisit the rock pocket mice and then look at the genetic mutation causing sickle cell disease. They build their own protein ""molecules"" to investigate the effects of changes in proteins. Then, using Scratch, students design and share models to show their findings. Students learn about the genetic and sporadic causes of ALS and factors that can trigger the disease. They investigate tissue engineering and the use of 3D-printed nanostructures. Finally, students build their own model of a nose. Unit Concept Checkpoint #2 explores the unit concepts.","We commence this chapter by examining how genetic mutations have shaped the rock pocket mice and proceed to understand a genetic mutation that causes sickle cell disease. We'll also explore another genetic disorder, ALS, and learn about the groundbreaking technology of tissue engineering. Hands-on activities and interactive models will solidify our understanding of these complex concepts, aiding us with the unit challenge - promoting the need to increase genetic diversity.","Comenzamos este capítulo examinando cómo las mutaciones genéticas han moldeado a los ratones de bolsillo de roca y procedemos a entender una mutación genética que causa la enfermedad falciforme. También exploraremos otro trastorno genético, la esclerosis lateral amiotrófica (ELA), y aprenderemos sobre la innovadora tecnología de la ingeniería de tejidos. Las actividades prácticas y los modelos interactivos solidificarán nuestra comprensión de estos conceptos complejos, ayudándonos con el desafío de unidad: promover la necesidad de aumentar la diversidad genética."
8,4,5,Promoting Genetic Diversity,Promoviendo la Diversidad Genética,"To begin, students review the causes of the Irish Potato Famine. They then begin the Unit 4 culminating activity with research into a chosen organism to discover how its genetic diversity is affected by artificial selection. Storyboarding and script writing follow. Students brainstorm solutions for increasing the genetic diversity of their organisms and then decide how best to promote their solutions. Finally, they film documentaries to be shown in a class film festival. The unit concludes with an assessment.","Ready for the unit challenge? We'll revisit the causes of the Irish Potato Famine, focusing on how genetic diversity could have altered the outcome. After thorough research, we'll storyboard and write scripts for our documentaries, focusing on methods to increase the genetic diversity of a chosen organism. After filming, we'll all enjoy a class film festival, where we share our final projects.","¿Listos para el desafío de unidad? Revisaremos las causas de la Gran Hambruna Irlandesa, centrándonos en cómo la diversidad genética podría haber alterado el resultado. Después de una investigación exhaustiva, elaboraremos guiones y storyboards para nuestros documentales, enfocándonos en métodos para aumentar la diversidad genética de un organismo elegido. Después de filmar, todos disfrutaremos de un festival de cine de clase, donde compartiremos nuestros proyectos finales."
8,5,1,Transportation,Transporte,"After completing a pre-assessment, students receive the unit challenge: To propose sustainable transportation solutions. They look at facts about energy consumption to show the importance of their projects. A newsreel from the 1939 World's Fair is a stimulus for discussion about transportation of the past, present, and future. Students then study infographics to understand the needs of transportation users and conduct further research to look at future technologies in transport. Finally, students consider various energy sources and use patterns to think about a vehicle&rsquo;s energy use. ","Our unit begins with an exciting challenge: to propose sustainable transportation solutions. The journey starts by understanding the relevance of this task as we delve into the facts about energy consumption. We'll study transportation of the past, present, and future, with a fascinating peek at the 1939 World's Fair. Additionally, we'll examine the needs of transportation users and consider various energy sources, paving the way to our goal.","Nuestra unidad comienza con un emocionante desafío: proponer soluciones de transporte sostenible. El viaje comienza entendiendo la relevancia de esta tarea mientras exploramos los hechos sobre el consumo de energía. Estudiaremos el transporte del pasado, presente y futuro, con una fascinante mirada a la Feria Mundial de 1939. Además, examinaremos las necesidades de los usuarios de transporte y consideraremos varias fuentes de energía, allanando el camino hacia nuestro objetivo."
8,5,2,Kinetic Energy,Energía Cinética,"This chapter comprises a series of investigations into the relationship between kinetic energy, mass, and speed. Students learn about proportional relationships and explore the variables that drive kinetic energy. Using their experimental designs, they then focus on the relationship between kinetic energy and speed. Students discover linear and non-linear relationships. They compare their mass and speed graphs, and, in the final lesson, they are able to give an evidence-based explanation of the ways in which kinetic energy, mass, and speed are related.","Our exploration continues into the realm of kinetic energy, mass, and speed. Through a series of investigations, we'll uncover the proportional relationships and the variables that determine kinetic energy. The insights gathered from this chapter will guide us further in achieving our unit challenge.","Nuestra exploración continúa en el ámbito de la energía cinética, la masa y la velocidad. A través de una serie de investigaciones, descubriremos las relaciones proporcionales y las variables que determinan la energía cinética. Los conocimientos adquiridos en este capítulo nos guiarán aún más en la consecución de nuestro desafío de unidad."
8,5,3,Engineering Drag Racers,Diseñando Carreras de Arrastre,"Science and engineering combine as students build simple drag racers to observe differences in the motion between vehicles. Students observe friction as another factor affecting movement. After completing a series of student-driven investigations, students will be able to present evidence supporting claims about the effect of mass and force on acceleration.","Ready to become engineers? In this chapter, we'll build simple drag racers to understand differences in motion between vehicles and how factors like friction affect movement. The knowledge gained here will help us understand how to make transportation more efficient.","¿Listos para convertirnos en ingenieros? En este capítulo, construiremos simples coches de carrera para entender las diferencias en el movimiento entre vehículos y cómo los factores como la fricción afectan el movimiento. Los conocimientos adquiridos aquí nos ayudarán a comprender cómo hacer el transporte más eficiente."
